synset_id,sense_id,sense_term
117644-N,117644-N-186180,ШЛЮШКА
117644-N,117644-N-179076,ШЛЮХА
117644-N,117644-N-186179,ПУТАНА
117644-N,117644-N-116421,ПРОСТИТУТКА
117644-N,117644-N-179075,ПОТАСКУХА
117644-N,117644-N-195051,ПАДШИЙ ДЕВУШКА
117644-N,117644-N-201837,КУРТИЗАНКА
117644-N,117644-N-756845,ЖРИЦА ЛЮБОВЬ
117644-N,117644-N-172980,ЖЕНЩИНА ЛЕГКИЙ ПОВЕДЕНИЕ
123979-N,123979-N-167621,ГИПОТОНИЯ
131799-N,131799-N-183708,ПЕРЕСЫХАНИЕ
137126-N,137126-N-714224,УСТАНОВКА КАТЕТЕР
137126-N,137126-N-199923,ВВЕДЕНИЕ КАТЕТЕР
137126-N,137126-N-199922,КАТЕТЕРИЗАЦИЯ
9649-N,9649-N-120664,МЕЛАНОМА
9649-N,9649-N-120663,РАК КОЖА
146676-N,146676-N-708478,ЗЕРНО ЯЧМЕНЬ
146676-N,146676-N-708479,ЯЧМЕННЫЙ ЗЕРНО
146676-N,146676-N-114936,ЯЧМЕНЬ
365-N,365-N-114936,ЯЧМЕНЬ
109003-N,109003-N-114936,ЯЧМЕНЬ
109003-N,109003-N-206099,ЯЧМЕНЬ НА ГЛАЗ
109003-N,109003-N-726491,ГЛАЗНОЙ ЯЧМЕНЬ
148622-N,148622-N-721401,КИСЛОРОДНЫЙ ТЕРАПИЯ
148622-N,148622-N-721402,ОКСИГЕНОТЕРАПИЯ
148622-N,148622-N-721400,КИСЛОРОДОТЕРАПИЯ
117084-N,117084-N-135124,ВСПЫШКА
117084-N,117084-N-117270,ВОСПЛАМЕНЕНИЕ
117084-N,117084-N-134732,ВОЗГОРАНИЕ
117084-N,117084-N-209902,ЗАГОРАНИЕ
117084-N,117084-N-729650,ВСПЫШКА ПЛАМЯ
120961-N,120961-N-209902,ЗАГОРАНИЕ
136162-N,136162-N-195619,СЕРДЕЧНЫЙ НЕДОСТАТОЧНОСТЬ
107196-N,107196-N-755137,СЛЕЗА НА ГЛАЗ
107196-N,107196-N-147135,ПЛАЧ
107196-N,107196-N-745868,СЛЕЗА
142062-N,142062-N-147135,ПЛАЧ
142062-N,142062-N-215579,ОБРЯД ПРИЧИТАНИЕ
142062-N,142062-N-149570,ПРИЧИТАНИЕ
142062-N,142062-N-215581,ОБРЯДОВЫЙ ПРИЧИТАНИЕ
142062-N,142062-N-215580,ОБРЯДОВЫЙ ПЛАЧ
142062-N,142062-N-732804,ПОГРЕБАЛЬНЫЙ ПЛАЧ
107195-N,107195-N-147135,ПЛАЧ
7101-N,7101-N-214462,СМЕНА РАБОТА
7101-N,7101-N-210964,ПЕРЕХОД НА РАБОТА
7101-N,7101-N-108716,ПЕРЕХОД НА ДРУГОЙ РАБОТА
1019-N,1019-N-680701,ТЕЛЕИНДУСТРИЯ
1019-N,1019-N-175566,ТЕЛЕВИЗИОННЫЙ ЭКРАН
1019-N,1019-N-121542,ТЕЛЕЭКРАН
1019-N,1019-N-193582,ТВ
1019-N,1019-N-112600,ТЕЛЕВИДЕНИЕ
1019-N,1019-N-680702,ТЕЛЕВИЗИОННЫЙ ИНДУСТРИЯ
1019-N,1019-N-121536,ТЕЛЕИСКУССТВО
139128-N,139128-N-203389,САДОМАЗОХИЗМ
616-N,616-N-115737,НЕДОМОГАНИЕ
616-N,616-N-156837,ХВОРЬ
616-N,616-N-106281,МЕДИЦИНСКИЙ ПАТОЛОГИЯ
616-N,616-N-103680,ЗАБОЛЕВАНИЕ ЧЕЛОВЕК
616-N,616-N-107470,НЕДУГ
616-N,616-N-174280,НЕЗДОРОВЬЕ
616-N,616-N-737136,БОЛЯЧКА
616-N,616-N-103678,ЗАБОЛЕВАНИЕ
616-N,616-N-118922,ОБЩЕСОМАТИЧЕСКИЙ ЗАБОЛЕВАНИЕ
616-N,616-N-120458,ПАТОЛОГИЯ
616-N,616-N-156832,ХВОРОБА
616-N,616-N-101075,БОЛЕЗНЬ
616-N,616-N-156836,ХВОРОСТЬ
130349-N,130349-N-745457,ДЕВИАЦИЯ ПОВЕДЕНИЕ
130349-N,130349-N-745458,ДЕВИАНТНЫЙ ПОСТУПОК
130349-N,130349-N-745456,СОЦИАЛЬНЫЙ ДЕВИАЦИЯ
130349-N,130349-N-136673,ДЕВИАЦИЯ
130349-N,130349-N-202104,ДЕВИАНТНЫЙ ПОВЕДЕНИЕ
130349-N,130349-N-120458,ПАТОЛОГИЯ
4392-N,4392-N-108141,ОПУХОЛЬ
4392-N,4392-N-188632,НОВООБРАЗОВАНИЕ
6087-N,6087-N-119475,НЕЙТРОННЫЙ ТЕРАПИЯ
6087-N,6087-N-106043,ЛУЧЕВОЙ ТЕРАПИЯ
6087-N,6087-N-119245,МЕДИЦИНСКИЙ РЕНТГЕНОРАДИОЛОГИЧЕСКИЙ ПРОЦЕДУРА
6087-N,6087-N-106319,МЕДИЦИНСКИЙ ОБЛУЧЕНИЕ
6087-N,6087-N-713145,РАДИОТЕРАПИЯ
146338-N,146338-N-752825,СКЛЕРА ГЛАЗ
146338-N,146338-N-705296,ГЛАЗНОЙ БЕЛОК
146338-N,146338-N-705297,БЕЛОК ГЛАЗ
146338-N,146338-N-100898,БЕЛОК
146338-N,146338-N-752824,СКЛЕРА
121668-N,121668-N-100898,БЕЛОК
121668-N,121668-N-115062,БЕЛКОВЫЙ ВЕЩЕСТВО
121668-N,121668-N-677160,БЕЛКОВЫЙ СОЕДИНЕНИЕ
121668-N,121668-N-115061,БЕЛКОВЫЙ СЫРЬЕ
121668-N,121668-N-678473,ПРОТЕИН
113777-N,113777-N-197500,ЯИЧНЫЙ БЕЛОК
113777-N,113777-N-703225,ЯИЧНЫЙ АЛЬБУМИН
113777-N,113777-N-197501,БЕЛОК ЯЙЦО
113777-N,113777-N-100898,БЕЛОК
6161-N,6161-N-101001,БИОПСИЯ
113848-N,113848-N-136879,ДИАФРАГМА
117752-N,117752-N-136879,ДИАФРАГМА
147401-N,147401-N-207197,ИРРАЦИОНАЛЬНОСТЬ
124760-N,124760-N-713175,ИРРАЦИОНАЛЬНЫЙ ВЕЛИЧИНА
124760-N,124760-N-169120,ИРРАЦИОНАЛЬНЫЙ ЧИСЛО
124760-N,124760-N-207197,ИРРАЦИОНАЛЬНОСТЬ
137435-N,137435-N-104191,ИММУНОДЕФИЦИТ
137435-N,137435-N-118477,ИММУНОПАТОЛОГИЯ
137435-N,137435-N-201290,БОЛЕЗНЬ ИММУННЫЙ СИСТЕМА
109728-N,109728-N-118609,СЕПСИС
109728-N,109728-N-138379,ЗАРАЖЕНИЕ КРОВЬ
117322-N,117322-N-208537,ФИЗИЧЕСКИЙ СЛАБОСТЬ
117322-N,117322-N-737872,УПАДОК СИЛА
117322-N,117322-N-133574,БЕССИЛИЕ
117322-N,117322-N-731819,ФИЗИЧЕСКИЙ БЕССИЛИЕ
116055-N,116055-N-156431,УШИБ
116054-N,116054-N-156431,УШИБ
116054-N,116054-N-719282,УШИБЛЕННЫЙ МЕСТО
116054-N,116054-N-750198,ТУПОЙ ТРАВМА
116054-N,116054-N-719281,МЕСТО УШИБ
116054-N,116054-N-755332,ЗАКРЫТЫЙ ПОВРЕЖДЕНИЕ
6733-N,6733-N-118510,АКАДЕМИЧЕСКИЙ НЕУСПЕВАЕМОСТЬ
6733-N,6733-N-116351,НЕУСПЕВАЕМОСТЬ
6733-N,6733-N-103723,ЗАДОЛЖЕННОСТЬ
6733-N,6733-N-100312,АКАДЕМИЧЕСКИЙ ЗАДОЛЖЕННОСТЬ
135865-N,135865-N-744318,АТОНИЯ МЫШЦА
135865-N,135865-N-194912,АТОНИЯ
145573-N,145573-N-699848,ГАСТРОЭНТЕРИТ
118993-N,118993-N-183784,ИСХУДАНИЕ
3837-N,3837-N-100411,АЛЮМИНИЙ
112579-N,112579-N-119738,ИНФАРКТ
268-N,268-N-106335,МЕДНЫЙ КОНЦЕНТРАТ
268-N,268-N-106344,МЕДЬ
145899-N,145899-N-106344,МЕДЬ
145899-N,145899-N-142045,МЕДНЫЙ ЦВЕТ
145899-N,145899-N-702132,ЦВЕТ МЕДЬ
141893-N,141893-N-214978,МЕДНЫЙ ДУХОВОЙ ИНСТРУМЕНТ
141893-N,141893-N-106344,МЕДЬ
111475-N,111475-N-673698,ОБМЕННЫЙ НАРУШЕНИЕ
111475-N,111475-N-673699,НАРУШЕНИЕ ОБМЕН
111475-N,111475-N-143175,НАРУШЕНИЕ ОБМЕН ВЕЩЕСТВО
135848-N,135848-N-741562,ДЕФОРМИРУЮЩИЙ АРТРОЗ
135848-N,135848-N-741561,ОСТЕОАРТРОЗ
135848-N,135848-N-194856,АРТРОЗ
121550-N,121550-N-709433,ТАТУИРОВАНИЕ
121550-N,121550-N-164664,ТАТУИРОВКА
121549-N,121549-N-164664,ТАТУИРОВКА
121549-N,121549-N-210392,ТАТУИРОВАННЫЙ УЗОР
121549-N,121549-N-174018,НАКОЛКА
121549-N,121549-N-210393,ТАТУИРОВАННЫЙ ИЗОБРАЖЕНИЕ
121549-N,121549-N-757103,ТАТУ
109688-N,109688-N-135921,ГЕМОРРОЙ
128285-N,128285-N-737718,ПРОВАЛ В СОЗНАНИЕ
128285-N,128285-N-176144,ПОТЕРЯ СОЗНАНИЕ
3273-N,3273-N-111492,СИБИРСКИЙ ЯЗВА
3273-N,3273-N-701580,АНТРАКС
114597-N,114597-N-744098,ВЕСЬ НА НЕРВ
114597-N,114597-N-744099,СПЛОШНОЙ КОМОК НЕРВ
114597-N,114597-N-207737,НЕРВОЗНОСТЬ
114597-N,114597-N-731050,НЕРВОЗНЫЙ СОСТОЯНИЕ
114597-N,114597-N-166708,НЕРВНОСТЬ
114597-N,114597-N-143599,НЕРВНЫЙ СОСТОЯНИЕ
114597-N,114597-N-707765,НА ВЗВОД
114597-N,114597-N-744097,КОМОК НЕРВ
114597-N,114597-N-727241,ВЗВИНЧЕННОСТЬ
114597-N,114597-N-727239,ВЗВИНЧЕННЫЙ СОСТОЯНИЕ
124495-N,124495-N-168624,ЗАТОРМОЖЕННОСТЬ
113028-N,113028-N-143500,НЕЙРОХИРУРГИЯ
111428-N,111428-N-146384,ПЕРЕВЯЗЫВАНИЕ
111428-N,111428-N-752058,ПЕРЕВЯЗКА РАНА
111428-N,111428-N-146383,ПЕРЕВЯЗКА
111428-N,111428-N-683979,НАЛОЖЕНИЕ ПОВЯЗКА
6184-N,6184-N-194895,АСКОРБИНКА
6184-N,6184-N-100580,АСКОРБИНОВЫЙ КИСЛОТА
118535-N,118535-N-151968,РОСТ
130942-N,130942-N-196671,ДОРАСТАНИЕ
130942-N,130942-N-151968,РОСТ
114188-N,114188-N-196671,ДОРАСТАНИЕ
114188-N,114188-N-168991,НАРАСТАНИЕ
114188-N,114188-N-729905,РОСТ ЖИВОЙ ОРГАНИЗМ
114188-N,114188-N-151968,РОСТ
114188-N,114188-N-198845,ПОДРАСТАНИЕ
106639-N,106639-N-149393,ПРИРАЩЕНИЕ
106639-N,106639-N-149395,ПРИРОСТ
106639-N,106639-N-198845,ПОДРАСТАНИЕ
106639-N,106639-N-745332,ПРИРАСТАНИЕ
106639-N,106639-N-155603,УВЕЛИЧЕНИЕ
106639-N,106639-N-151968,РОСТ
107470-N,107470-N-742526,ХОДЬБА ПЕШКОМ
107470-N,107470-N-150392,ПРОХОД
107470-N,107470-N-162958,ШАГАНИЕ
107470-N,107470-N-167561,ХОЖДЕНИЕ
107470-N,107470-N-189752,ПРОХОЖДЕНИЕ
107470-N,107470-N-173561,ХОДЬБА
134698-N,134698-N-191560,РЫГАНЬЕ
134698-N,134698-N-191554,ОТРЫЖКА
141530-N,141530-N-213950,ПАРАЦЕТАМОЛ
10123-N,10123-N-123051,ПЛАСТИЧЕСКИЙ ХИРУРГИЯ
5627-N,5627-N-102017,ВОСПАЛЕНИЕ ЛЕГКИЙ
5627-N,5627-N-116546,ЛЕГОЧНЫЙ ПАТОЛОГИЯ
5627-N,5627-N-108921,ПНЕВМОНИЯ
115333-N,115333-N-182529,АЛКОГОЛЬНЫЙ ПСИХОЗ
115333-N,115333-N-133462,БЕЛЫЙ ГОРЯЧКА
127244-N,127244-N-178424,ПОДЕРГИВАНИЕ
127244-N,127244-N-711940,ДЕРГАНИЕ
127244-N,127244-N-136763,ДЕРГАНЬЕ
144943-N,144943-N-688627,ВОСПАЛЕНИЕ ВЕНА
144943-N,144943-N-688611,ФЛЕБИТ
4391-N,4391-N-165384,РАКОВЫЙ ОБРАЗОВАНИЕ
4391-N,4391-N-115388,РАКОВЫЙ ОПУХОЛЬ
4391-N,4391-N-720090,НЕДОБРОКАЧЕСТВЕННЫЙ ОБРАЗОВАНИЕ
4391-N,4391-N-720089,НЕДОБРОКАЧЕСТВЕННЫЙ ОПУХОЛЬ
4391-N,4391-N-115278,ЗЛОКАЧЕСТВЕННЫЙ ОБРАЗОВАНИЕ
4391-N,4391-N-104030,ЗЛОКАЧЕСТВЕННЫЙ НОВООБРАЗОВАНИЕ
4391-N,4391-N-104029,ЗЛОКАЧЕСТВЕННЫЙ ОПУХОЛЬ
4391-N,4391-N-690810,РАКОВЫЙ НОВООБРАЗОВАНИЕ
868-N,868-N-726953,УВОЛЬНЕНИЕ СОТРУДНИК
868-N,868-N-113290,УВОЛЬНЕНИЕ
868-N,868-N-680253,РАСТОРЖЕНИЕ ТРУДОВОЙ ДОГОВОР
868-N,868-N-145051,ОСВОБОЖДЕНИЕ
868-N,868-N-212716,ПОТЕРЯ РАБОТА
868-N,868-N-214369,ВЫСВОБОЖДЕНИЕ РАБОТНИК
868-N,868-N-198221,УВОЛЬНЕНИЕ С РАБОТА
868-N,868-N-687863,УВОЛЬНЕНИЕ РАБОТНИК
868-N,868-N-156386,УХОД
868-N,868-N-680252,ПРЕКРАЩЕНИЕ ТРУДОВОЙ ОТНОШЕНИЕ
6044-N,6044-N-110643,РЕВМАТИЗМ
6044-N,6044-N-692031,РЕВМАТОЛОГИЧЕСКИЙ ЗАБОЛЕВАНИЕ
136583-N,136583-N-749935,СУРРОГАТНЫЙ МАТЕРИНСТВО
136583-N,136583-N-197152,СУРРОГАТНЫЙ МАТЬ
136583-N,136583-N-683648,СУРРОГАТНЫЙ МАМА
136583-N,136583-N-737883,СУРМАМА
979-N,979-N-113877,ФОСФОР
10054-N,10054-N-118232,ДЕТСКИЙ ЦЕРЕБРАЛЬНЫЙ ПАРАЛИЧ
10054-N,10054-N-188712,ЦЕРЕБРАЛЬНЫЙ ПАРАЛИЧ
10054-N,10054-N-120205,ДЦП
775-N,775-N-101819,ВОЕННО-МОРСКОЙ СИЛА
775-N,775-N-101583,ВМС
113976-N,113976-N-152407,СВЕТОЛЕЧЕНИЕ
113976-N,113976-N-176715,ФОТОТЕРАПИЯ
120364-N,120364-N-170143,БЕСПАМЯТНОСТЬ
120364-N,120364-N-161737,ЗАБЫВЧИВОСТЬ
116101-N,116101-N-759656,ГРУБЫЙ СИЛА
116101-N,116101-N-143212,НАСИЛИЕ
116101-N,116101-N-759655,ЯЗЫК СИЛА
116101-N,116101-N-748490,ПРИМЕНЕНИЕ СИЛА
116101-N,116101-N-748546,НАСИЛЬСТВЕННЫЙ ДЕЙСТВИЕ
116101-N,116101-N-100330,АКТ НАСИЛИЕ
7829-N,7829-N-113716,ФИЗИЧЕСКИЙ НАСИЛИЕ
7829-N,7829-N-143212,НАСИЛИЕ
7829-N,7829-N-123190,ФИЗИЧЕСКИЙ ПРИНУЖДЕНИЕ
123816-N,123816-N-122167,СТЕРИЛЬНОСТЬ
7328-N,7328-N-747413,НАРУШЕНИЕ ПОЛОВОЙ НЕПРИКОСНОВЕННОСТЬ
7328-N,7328-N-121426,СЕКСУАЛЬНЫЙ ПРЕСТУПЛЕНИЕ
7328-N,7328-N-115421,ПРЕСТУПЛЕНИЕ НА СЕКСУАЛЬНЫЙ ПОЧВА
7328-N,7328-N-109206,ПОЛОВОЙ ПРЕСТУПЛЕНИЕ
109860-N,109860-N-154702,СЫПЬ
9670-N,9670-N-120668,ГРИБКОВЫЙ ЗАБОЛЕВАНИЕ
9670-N,9670-N-678052,ГРИБКОВЫЙ ИНФЕКЦИЯ
9670-N,9670-N-120670,МИКОЗ
8641-N,8641-N-116057,ГЕЛЬМИНТОЗ
8641-N,8641-N-688842,ГЛИСТНЫЙ ЗАБОЛЕВАНИЕ
8641-N,8641-N-202400,ГЛИСТНЫЙ ИНВАЗИЯ
137794-N,137794-N-202517,БОЛЬ В ГОЛОВА
137794-N,137794-N-202516,ГОЛОВНОЙ БОЛЬ
4325-N,4325-N-685086,ОТРАВЛЕНИЕ ПИЩЕВОЙ ПРОДУКТ
4325-N,4325-N-685085,ОТРАВЛЕНИЕ ПИЩА
4325-N,4325-N-685087,ОТРАВЛЕНИЕ ПРОДУКТ ПИТАНИЕ
4325-N,4325-N-745294,ПИЩЕВОЙ ТОКСИКОИНФЕКЦИЯ
4325-N,4325-N-108819,ПИЩЕВОЙ ОТРАВЛЕНИЕ
4325-N,4325-N-745293,ТОКСИКОИНФЕКЦИЯ
153216-N,153216-N-747352,ГИГИЕНИЧЕСКИЙ ПРОЦЕДУРА
153216-N,153216-N-747353,ЛИЧНЫЙ ГИГИЕНА
119797-N,119797-N-754638,ВЫВИХ СУСТАВ
119797-N,119797-N-180755,ВЫВИХ
119797-N,119797-N-160312,ВЫВИХИВАНИЕ
109989-N,109989-N-122578,КРОВОИЗЛИЯНИЕ
109989-N,109989-N-714432,ИЗЛИЯНИЕ КРОВЬ
109989-N,109989-N-119853,ГЕМАТОМА
109990-N,109990-N-136470,ГРУДНОЙ ЖАБА
109990-N,109990-N-115497,СТЕНОКАРДИЯ
111388-N,111388-N-712020,РЕЖУЩИЙ БОЛЬ
111388-N,111388-N-692196,РЕЗКИЙ БОЛЬ
111388-N,111388-N-151703,РЕЗЬ
9821-N,9821-N-121223,ПОСТЕЛЬНЫЙ РЕЖИМ
140769-N,140769-N-687935,ПСИХОТРАВМА
140769-N,140769-N-211400,ДУШЕВНЫЙ ТРАВМА
140769-N,140769-N-741502,ПСИХИЧЕСКИЙ ТРАВМА
140769-N,140769-N-720572,РУБЕЦ В ДУША
140769-N,140769-N-211399,ПСИХОЛОГИЧЕСКИЙ ТРАВМА
118884-N,118884-N-160215,ПРИЛИПЧИВОСТЬ
118884-N,118884-N-141513,ЛИПКОСТЬ
145572-N,145572-N-699847,САМОИСТЯЗАНИЕ
128601-N,128601-N-110503,РАЗВОД
128602-N,128602-N-110503,РАЗВОД
128602-N,128602-N-166604,РАЗВЕДЕНИЕ
128602-N,128602-N-176912,РАЗВОДКА
6558-N,6558-N-110503,РАЗВОД
6558-N,6558-N-761580,РАЗВОД С МУЖ
6558-N,6558-N-110596,РАСТОРЖЕНИЕ БРАК
6558-N,6558-N-761581,РАЗВОД С ЖЕНА
6558-N,6558-N-118269,РАСТОРЖЕНИЕ БРАЧНЫЙ ДОГОВОР
6558-N,6558-N-725949,РАЗВОД СУПРУГ
129188-N,129188-N-166604,РАЗВЕДЕНИЕ
129188-N,129188-N-150957,РАЗМНОЖЕНИЕ
129188-N,129188-N-110503,РАЗВОД
119446-N,119446-N-122615,ОТЕЧНОСТЬ
121980-N,121980-N-101471,ВЗЛОМЩИК
4628-N,4628-N-201792,СМЕРТОУБИЙСТВО
4628-N,4628-N-122192,НАСИЛЬСТВЕННЫЙ СМЕРТЬ
4628-N,4628-N-193508,МОКРЫЙ ДЕЛО
4628-N,4628-N-723414,ЧЕЛОВЕКОУБИЙСТВО
4628-N,4628-N-731703,УБИЙСТВО ЧЕЛОВЕК
4628-N,4628-N-193509,МОКРУХА
4628-N,4628-N-113272,УБИЙСТВО
9778-N,9778-N-191575,НАСИЛЬНИЦА
9778-N,9778-N-121329,НАСИЛЬНИК
107112-N,107112-N-154239,СТЕНАНИЕ
4261-N,4261-N-720691,ОПЕКУНША
4261-N,4261-N-199393,СООПЕКУН
4261-N,4261-N-690788,ЗАКОННЫЙ ОПЕКУН
4261-N,4261-N-108081,ОПЕКУН
4261-N,4261-N-720686,ОПЕКУН НЕДЕЕСПОСОБНЫЙ
4261-N,4261-N-109237,ПОПЕЧИТЕЛЬ
117709-N,117709-N-720461,ПИТЬЕ АЛКОГОЛЬНЫЙ НАПИТОК
117709-N,117709-N-720462,УПОТРЕБЛЕНИЕ АЛКОГОЛЬ
117709-N,117709-N-720465,УПОТРЕБЛЕНИЕ СПИРТНОЙ
117709-N,117709-N-108805,ПИТЬЕ
117709-N,117709-N-720463,УПОТРЕБЛЕНИЕ АЛКОГОЛЬНЫЙ НАПИТОК
117709-N,117709-N-180205,ВЫПИВКА
117709-N,117709-N-711158,ВЫПИВАНИЕ
117709-N,117709-N-180283,ВОЗЛИЯНИЕ
117709-N,117709-N-741798,РАСПИТИЕ СПИРТНОЙ НАПИТОК
117709-N,117709-N-720464,УПОТРЕБЛЕНИЕ СПИРТНОЙ НАПИТОК
113103-N,113103-N-690920,МОНОКСИД УГЛЕРОД
113103-N,113103-N-155662,УГАРНЫЙ ГАЗ
113103-N,113103-N-690922,МОНООКСИД УГЛЕРОД
113103-N,113103-N-690921,ОКСИД УГЛЕРОД
113103-N,113103-N-155661,УГАР
118203-N,118203-N-201621,С ПРОХЛАДЦА
118203-N,118203-N-139251,ИНДИФФЕРЕНТНОСТЬ
118203-N,118203-N-133438,БЕЗРАЗЛИЧИЕ
118203-N,118203-N-150669,РАВНОДУШИЕ
9635-N,9635-N-119645,ПЕРЕЛИВАНИЕ КРОВЬ
9635-N,9635-N-121689,ТРАНСФУЗИОННЫЙ ТЕРАПИЯ
9635-N,9635-N-121753,ТРАНСФУЗИЯ
9635-N,9635-N-146573,ПЕРЕЛИВАНИЕ
118909-N,118909-N-133793,БОЛТЛИВОСТЬ
118909-N,118909-N-179322,ДЛИННЫЙ ЯЗЫК
118909-N,118909-N-179320,ЯЗЫК БЕЗ КОСТЬ
9387-N,9387-N-200108,РИНИТ
9387-N,9387-N-119543,НАСМОРК
134843-N,134843-N-192122,БИСЕКСУАЛИЗМ
134843-N,134843-N-195278,БИСЕКСУАЛЬНОСТЬ
4325-N,4325-N-685086,ОТРАВЛЕНИЕ ПИЩЕВОЙ ПРОДУКТ
4325-N,4325-N-685085,ОТРАВЛЕНИЕ ПИЩА
4325-N,4325-N-685087,ОТРАВЛЕНИЕ ПРОДУКТ ПИТАНИЕ
4325-N,4325-N-745294,ПИЩЕВОЙ ТОКСИКОИНФЕКЦИЯ
4325-N,4325-N-108819,ПИЩЕВОЙ ОТРАВЛЕНИЕ
4325-N,4325-N-745293,ТОКСИКОИНФЕКЦИЯ
9808-N,9808-N-158081,ЭНДОСКОПИЯ
9808-N,9808-N-121608,ЛАПАРОСКОПИЯ
9533-N,9533-N-211916,ЗАБОЛЕВАНИЕ ЭНДОКРИННЫЙ СИСТЕМА
9533-N,9533-N-120050,ЭНДОКРИННЫЙ ЗАБОЛЕВАНИЕ
9533-N,9533-N-182533,БОЛЕЗНЬ ЭНДОКРИННЫЙ СИСТЕМА
9533-N,9533-N-120052,ЭНДОКРИННЫЙ ПАТОЛОГИЯ
111236-N,111236-N-103476,ДУШЕВНОБОЛЬНОЙ
111236-N,111236-N-191666,ПСИХОПАТКА
111236-N,111236-N-184709,ПСИХИЧЕСКИЙ БОЛЬНОЙ ЧЕЛОВЕК
111236-N,111236-N-150489,ПСИХИЧЕСКИЙ БОЛЬНОЙ
111236-N,111236-N-191665,ПСИХОПАТ
9408-N,9408-N-119657,ГЕМОГЛОБИН
142975-N,142975-N-122613,ОСТЕОХОНДРОЗ
5882-N,5882-N-202399,ИНВАЗИОННЫЙ БОЛЕЗНЬ
5882-N,5882-N-116847,ПАРАЗИТОЗ
5882-N,5882-N-178768,ИНВАЗИЯ
5882-N,5882-N-108463,ПАРАЗИТАРНЫЙ БОЛЕЗНЬ
5882-N,5882-N-202401,ЗАРАЖЕНИЕ ПАРАЗИТ
5882-N,5882-N-116103,ПАРАЗИТАРНЫЙ ЗАБОЛЕВАНИЕ
5882-N,5882-N-108464,ПАРАЗИТНЫЙ БОЛЕЗНЬ
112491-N,112491-N-119839,АПОПЛЕКСИЯ
112491-N,112491-N-169617,АПОПЛЕКСИЧЕСКИЙ УДАР
130971-N,130971-N-738347,ДРОЖЬ В ТЕЛО
130971-N,130971-N-155432,ТРЯСЕНИЕ
130971-N,130971-N-742691,ТРЯСУЧКА
130971-N,130971-N-181975,ДРОЖЬ
130971-N,130971-N-137307,ДРОЖАНИЕ
114517-N,114517-N-155432,ТРЯСЕНИЕ
114517-N,114517-N-198843,ПОДРАГИВАНИЕ
114517-N,114517-N-155433,ТРЯСКА
114517-N,114517-N-137307,ДРОЖАНИЕ
114517-N,114517-N-181975,ДРОЖЬ
151369-N,151369-N-181975,ДРОЖЬ
151369-N,151369-N-137307,ДРОЖАНИЕ
151369-N,151369-N-735991,ДРОЖАНИЕ ЗВУК
115901-N,115901-N-137307,ДРОЖАНИЕ
115901-N,115901-N-142120,МЕРЦАНИЕ
115901-N,115901-N-729091,ДРОЖАНИЕ СВЕТ
115901-N,115901-N-181975,ДРОЖЬ
110468-N,110468-N-146138,ПАРАНОЙЯ
110468-N,110468-N-217332,ПАРАНОИДАЛЬНЫЙ ПСИХОЗ
6961-N,6961-N-123489,ДЕФЕКТ ЗРЕНИЕ
