sentences,EF,INF,ADR,DI,others,annotation,review_id,sentence_id,sent_start,sent_end
"Около двух лет кололи всевозможные препараты и было хорошее комплексное лечение, но результат все-равно был слабым, немного отпустило, но руку и ногу бабушке до конца не отпустило.",1,1,0,0,0,EF[5]|INF[2],618094,3,278,458
По совету знакомых решил попробовать донор мил в качестве снотворного.,0,0,0,0,0,NEUTRAL,1097205,1,0,70
И цена кстати у упаковочки считаю нормальной.,0,0,0,0,0,NEUTRAL,907319,12,711,756
"Однажды после очередной простуды, доктор приписал нам противовирусный препарат Афлубин (Bittner) для лечения старшему и младшему ребенку (8 месяцев) для профилактики, в итоге, дочка через недельку была в садике, а младшенький даже не болел, чему была безгранично рада.",1,0,0,0,0,EF[1],2398170,3,66,334
Эффект сразу поразил.,0,0,0,0,0,NEUTRAL,910944,4,215,236
"Нет того спокойствия как в танке, как многие утверждали.",0,1,0,0,0,INF[1],955050,10,528,584
"Итак, жена, при очередном моём заболевании, посоветовала пропить Лавомакс, так как перед этим сама опробовала и ей помогло, а несколько таблеток оставались ещё в пачке.",1,0,0,0,0,EF[1],811523,5,475,643
мне не помог от апатии и депрессии.,0,1,0,0,0,INF[1],2491980,2,26,61
"А вот если уже заболел, то порошок уменьшает жар, боль, и симптомы заболевания.",1,0,0,0,0,EF[2],894297,2,77,156
"В общем я бы не рекомендовала его покупать, так как несколько раз покупали и результат был один и тот же, никакой!",0,1,0,0,0,INF[1],905423,6,610,724
"Она рассказывала, что для нее он оказался незаменимым.",0,0,0,0,0,NEUTRAL,2534526,2,61,115
Ребенку становится намного легче уже через день после их применения.,1,0,0,0,0,EF[1],650293,12,559,627
Общее впечатление : эффективное средство!,1,0,0,0,0,EF[3],587207,7,413,454
"Сразу же начала поить им своего старшего сына, который часто болеет ОРВИ, а именно все вирусы оседают у него в горле.",0,0,0,0,0,NEUTRAL,656118,5,314,431
"Отзыв оставляю отрицательным, так как препарат дал побочные симптомы.",0,0,0,0,0,NEUTRAL,618094,9,934,1003
"Коробка с пузырьком 25 мл, ничем не отличающаяся от прочих настоек.",0,0,0,0,0,NEUTRAL,2443740,5,342,409
"После недели приема, я стал меньше нервничать, и мои руки стали заживать.",1,0,0,0,0,EF[1],792635,7,390,463
Начала пить по две таблетки.,0,0,0,0,0,NEUTRAL,264987,7,480,508
"Но, если более сильный стресс, то они не справятся с ним.",0,1,0,0,0,INF[3],2738039,14,663,720
"средство действительно действует, да вы заснете, но когда проснетесь поймете, что лучше бы не засыпали под действием этого препарата!",1,0,0,0,0,EF[2],108315,11,696,829
Уже на следующий день дочка стала засыпать вовремя и ночью не просыпалась.,1,0,0,0,0,EF[3],2537351,8,577,651
Параллельно усиленно занимаемся с логопедом.,0,0,0,0,0,NEUTRAL,2461123,11,545,589
Даже мне как взрослому человеку и маме вкус показался очень неприятным.,0,0,0,0,0,NEUTRAL,2550136,10,607,678
"Достаточно бессовестно с их стороны заявлять, что он что-то там лечит.",0,0,0,0,0,NEUTRAL,2428403,2,82,152
Как всегда желаю вам не болеть.,0,0,0,0,0,NEUTRAL,2670520,10,804,835
Так что не запускайте болезнь!,0,0,0,0,0,NEUTRAL,2446305,14,801,831
"После применения ""Гриппферона"" сразу чувствуешь некое облегчение в дыхательных путях.",1,0,0,0,0,EF[1],2446305,7,352,437
"Вот и вывод препарат по идее должен был уже начать действовать так как минимальный курс его приема составляет 1 неделю, а заболела я на 11 день после начала приема.",0,1,0,0,0,INF[2],592814,6,352,516
"кто перенес ЧМТ, а также тем, у кого по той или иной причине снижена активность отдельных участков головного мозга.",0,0,0,0,0,NEUTRAL,2690594,4,201,316
В их составе есть интерферон альфа-2 b рекомбинантный.,0,0,0,0,0,NEUTRAL,650293,10,479,533
