,id,comment_id,drug_id,sentence_index,sentences,ADR,WD,EF,INF,SSI,DI,Findings,others,rating,category
1111,1112.0,166.0,lexapro.166,6.0,It's great!,0,0.0,1,0,0.0,0,0.0,0,5.0,ssri
5575,1116.0,172.0,effexorXR.172,19.0,I would've asked for something else!,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
4691,232.0,36.0,EffexorXR.36,5.0,Lives are lost on this drug.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
1287,1288.0,187.0,lexapro.187,2.0,Gave me my life back after completely breaking down six months ago.,0,0.0,1,0,1.0,1,0.0,0,5.0,ssri
5152,693.0,110.0,effexorXR.110,2.0,On 225 mg This stuff just numbs me out.,1,0.0,0,0,0.0,0,0.0,0,3.0,snri
5669,1210.0,182.0,effexorXR.182,6.0,My hands are swelled.,1,0.0,0,0,0.0,0,0.0,0,5.0,snri
4882,423.0,65.0,EffexorXR.65,6.0,Good luck to everyone!,0,0.0,0,0,0.0,0,0.0,1,2.0,snri
5367,908.0,141.0,effexorXR.141,7.0,"Withdrawal symptoms are nothing to mess with I ran out of pills over a 4 day holiday weekend, and boy did I feel wierd.",0,0.0,0,0,0.0,0,0.0,1,4.0,snri
5142,683.0,109.0,effexorXR.109,9.0,"But after 3 weeks, it just stopped working.",0,0.0,0,1,0.0,0,0.0,0,3.0,snri
4502,43.0,7.0,EffexorXR.7,6.0,"When I tapered off this medication, over a period of 2 months, these effects were 10x worse and lasted for about a week each time I lowered my dose.",0,1.0,0,0,0.0,0,0.0,0,1.0,snri
4512,53.0,10.0,EffexorXR.10,1.0,"suicidal/homicidal hopeless thoughts, irrational broke a tooth grinding them incessantly, erratic menstrual periods, intense dreams that I could not tell from reality and could not wake from.",1,0.0,0,0,0.0,0,0.0,0,1.0,snri
5584,1125.0,174.0,effexorXR.174,3.0,This drug has helped me greatly.,0,0.0,1,0,0.0,0,0.0,0,5.0,snri
4327,1575.0,216.0,cymbalta.216,10.0,I have no insurance and my cymbalta is $185.00 a month.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
327,328.0,53.0,lexapro.53,3.0,"My DH says he can tell my moods are better, but I am making an extreme effort to be more pleasant around my family (I didn't realize how horrible I was before).",0,0.0,1,0,0.0,0,0.0,0,2.0,ssri
1790,299.0,53.0,zoloft.53,7.0,I believe if i took this drug any longer I would most likely gain 30+lbs real fast.,0,0.0,0,0,0.0,0,0.0,1,2.0,ssri
3692,940.0,124.0,cymbalta.124,3.0,and i saw no differneces in my depression but my mom said i was a little happier.,0,0.0,0,1,1.0,1,0.0,0,3.0,snri
2006,515.0,93.0,zoloft.93,2.0,"Blurred vision, diarrhoea, nausea, heart burn, hyper/wired can stay awake for 48hrs so have to take a sedative to sleep, insomnia, brain zaps/waves like vertigo but whilst sitting, speech problems and speech block, memory loss, suicidal thoughts with one attempt, dry mouth, involuntary movements like jerking.",1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
2007,516.0,93.0,zoloft.93,3.0,Reading through this yes the side effects have been awful and pretty persistent but I'll now explain below.,1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
1858,367.0,66.0,zoloft.66,1.0,"severe migraines, extremely low sex drive, mania, excitability, difficulty sleeping, weight gain, rapid thinking.",1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
5709,1250.0,191.0,effexorXR.191,4.0,But I will NEVER give it up.,0,0.0,1,0,0.0,0,0.0,0,5.0,snri
312,313.0,50.0,lexapro.50,1.0,"LOST MY MIND COMPLETELY, FUNCTIONING AT 28% CONSCIOUSNESS, I ALMOST JUMPED OUT OF A WINDOW, BUT I TOLD MYSELF: ""THIS IS NOT ME.",1,0.0,0,0,0.0,0,0.0,0,2.0,ssri
832,833.0,124.0,lexapro.124,4.0,"Night sweating happens about twice a week, and is a pretty small side effect.",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
4281,1529.0,210.0,cymbalta.210,13.0,"I am on a drug that makes me feel great, my moods are evened out, no weight gain, and I can enjoy sex!",0,0.0,1,0,0.0,0,0.0,0,5.0,snri
5741,1282.0,198.0,effexorXR.198,1.0,"Body tremors, Low sex drive, Difficulty getting an erection, Loss of need to socialize, and Weight gain.",1,0.0,0,0,0.0,0,0.0,0,5.0,snri
4664,205.0,30.0,EffexorXR.30,4.0,These all occurred gradually as the dose was upp'd and when I complained to the dr's (three) they didnt know what to do and at first denied it was the effexor- eventually weaned me down- and all smptoms disappeared.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
1201,1202.0,178.0,lexapro.178,9.0,"Visited the psychologist who prescribed me and he promised if I just stuck with it, it would pass.",0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
5423,964.0,153.0,effexorXR.153,1.0,"Vivid dreams/nightmares, possibly some tiredness.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
4749,290.0,45.0,EffexorXR.45,6.0,No one can prepare you the side effects when you decide to stop taking it.,0,1.0,0,0,0.0,0,0.0,0,1.0,snri
5097,638.0,103.0,effexorXR.103,6.0,None of them helped much.,0,0.0,0,0,0.0,0,0.0,1,3.0,snri
2134,643.0,114.0,zoloft.114,4.0,Am considering switch.,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
4653,194.0,28.0,EffexorXR.28,5.0,"If you are a male and dont care about SEX anymore, ever!, then use Effexor XR ,but for me, my libido has always been excellent, even when been depressed.",0,0.0,0,0,0.0,0,0.0,1,1.0,snri
2209,718.0,124.0,zoloft.124,15.0,"It gets a ""4"" because of weight gain and how long it took to work (2 months).",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
1901,410.0,76.0,zoloft.76,5.0,Basically felt very very strange.,1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
1481,1482.0,217.0,lexapro.217,10.0,"I initially took 10mgs for one week,no effect, 20mgs second week,no effect, then 30mgs.",0,0.0,0,1,0.0,0,0.0,0,5.0,ssri
777,778.0,116.0,lexapro.116,2.0,"I ahve taken this medication for many years and I have gain weith (about 10 LBS) and the worst part is that despite that I work out 5 times per week I havenot being able to loose weight, Also, my sexual drive is very low, problem with erection.",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
799,800.0,120.0,lexapro.120,7.0,Vivid dreams but not nightmares.,1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
4916,457.0,73.0,EffexorXR.73,5.0,"The positive reports here sound like they were written by drug reps. Im going back to Welbutrin, but dont let Dr. s tell you you have to take 300mg a day-that's crazy!",0,0.0,0,0,0.0,0,0.0,1,2.0,snri
54,55.0,5.0,lexapro.5,15.0,"I am tapering off the drug as I type this, 5mg every other day now and m",0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
4174,1422.0,191.0,cymbalta.191,9.0,"I love this drug, but how long is it safe to take it?",0,0.0,0,0,0.0,0,0.0,1,5.0,snri
4537,78.0,13.0,EffexorXR.13,1.0,"tired, thirsty,, wasnt helpful",1,0.0,0,1,0.0,0,0.0,0,1.0,snri
1920,429.0,79.0,zoloft.79,1.0,weight gain of 30 pounds. ,1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
4917,458.0,74.0,EffexorXR.74,1.0,"Overall stoned feeling, tingly sensations, confused, could not stop crying, dizzy and disoriented.",1,0.0,0,0,0.0,0,0.0,0,2.0,snri
5670,1211.0,182.0,effexorXR.182,7.0,"I have had a loss of sex drive, Also.",1,0.0,0,0,0.0,0,0.0,0,5.0,snri
5274,815.0,127.0,effexorXR.127,1.0,Sexual anorgasmia impotence brain zaps. ,1,0.0,0,0,0.0,0,0.0,0,4.0,snri
1701,210.0,40.0,zoloft.40,1.0,"GI Distress, Headaches at base of skull, Lethargy, Blurred Vision, Sleep Disturbances (nightmares), anxiety.",1,0.0,0,0,0.0,0,0.0,0,2.0,ssri
4495,36.0,6.0,EffexorXR.6,5.0,The worst AD withdrawals I have ever experienced and I've tried heaps.,0,1.0,0,0,0.0,0,0.0,0,1.0,snri
2161,670.0,117.0,zoloft.117,6.0,is there a higher dosage of zoloft that brings you back to life after 200mg that my doc.,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
1136,1137.0,169.0,lexapro.169,6.0,stop and smell the roses with a loved one.,0,0.0,1,0,0.0,0,0.0,0,5.0,ssri
987,988.0,148.0,lexapro.148,8.0,but hope people will read this and give this med a shot.,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
3751,999.0,134.0,cymbalta.134,2.0,Major constipation; fiber does not help.,1,0.0,0,0,0.0,0,0.0,0,3.0,snri
5271,812.0,126.0,effexorXR.126,7.0,"I dont feel tired, I feel like I can talk to people, and express emotion with out feeling funny about it.",0,0.0,1,0,0.0,0,0.0,0,4.0,snri
4259,1507.0,208.0,cymbalta.208,1.0,THE ONLY SIDE EFFECTS I EXPERIENCED WAS PROBLEMS REACHING ORGASM.,1,0.0,0,0,0.0,0,0.0,0,5.0,snri
4448,1696.0,229.0,cymbalta.229,6.0,My out look on life is 100% better.,0,0.0,1,0,0.0,0,0.0,0,5.0,snri
1394,1395.0,206.0,lexapro.206,1.0,When I forget to take it on a daily basis.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
3839,1087.0,144.0,cymbalta.144,6.0,"I have a friend whose husband takes this drug for fibromyalgia and tried to get off it because they can't afford this medicine, but the withdrawal was so bad for him.",0,0.0,0,0,0.0,0,0.0,1,4.0,snri
768,769.0,115.0,lexapro.115,12.0,"Sometimes I feel zombie-like, like life is out of focus.",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
5726,1267.0,194.0,effexorXR.194,8.0,I wasn't living; I was just existing.,0,0.0,0,0,1.0,0,0.0,0,5.0,snri
4292,1540.0,212.0,cymbalta.212,5.0,"my doctor decided to put me on lexapro because when i get feeling better i think that i don't need anything and lexapro didn't have withdrawal effects, but i gained 35 pounds on it.",0,0.0,0,0,0.0,0,0.0,1,5.0,snri
4697,238.0,38.0,EffexorXR.38,1.0,"BIG TIME BRAIN ZAPS, DRY MOUTH ,WEIGHT GAIN ,SUICIDE THOUGHTS , LEG AND ARM TINGLING, HAIR LOSS, CHEST PAINS, GAS, YOU NAME IT I FELT ALMOST ALL SIDE EFFECTS.",1,0.0,0,0,0.0,0,0.0,0,1.0,snri
4417,1665.0,224.0,cymbalta.224,8.0,"Plus, I'm better able to remember my dreams after I wake up.",0,0.0,0,0,0.0,0,0.0,1,5.0,snri
285,286.0,43.0,lexapro.43,17.0,Not sure if I want to continue.,0,0.0,0,0,0.0,0,0.0,1,2.0,ssri
5948,1489.0,221.0,effexorXR.221,12.0,Started Effexor two years later and Dr. warned if stopped it might not work again.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
428,429.0,69.0,lexapro.69,4.0,Now I have terrible acne and infected cysts under one arm and might go off it all together to see if connected.,1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
5480,1021.0,158.0,effexorXR.158,14.0,:),0,0.0,0,0,0.0,0,0.0,1,4.0,snri
2332,841.0,145.0,zoloft.145,2.0,I love Zoloft because of the very few side effects and its effectiveness in treating my anxiety and depression.,1,0.0,1,0,1.0,1,0.0,0,4.0,ssri
3919,1167.0,158.0,cymbalta.158,2.0,"Loss of appetite, weight loss, a bit of a headache about an hour after taking it.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
2079,588.0,105.0,zoloft.105,12.0,"If I'm cut off in traffic, I don't flip anymore.",0,0.0,1,0,0.0,0,0.0,0,4.0,ssri
4591,132.0,19.0,EffexorXR.19,9.0,I was never warned about possible side effects of it either.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
722,723.0,110.0,lexapro.110,3.0,stopped using lexapro for 4 months or so and became extremely depressed again.,0,0.0,0,0,1.0,1,0.0,0,4.0,ssri
951,952.0,141.0,lexapro.141,20.0,But that part has to come from me.,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
5399,940.0,148.0,effexorXR.148,3.0,Has worked relatively well and is the only anti-depressant I've been on.,0,0.0,1,0,0.0,0,0.0,0,4.0,snri
2262,771.0,134.0,zoloft.134,1.0,"gained 5lbs, decreased sexual desire.",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
989,990.0,149.0,lexapro.149,1.0,"lose bowels, sexual side effects, Very effective, but if you miss a dose for 1-2 days, it can really cause problems (Dizziness, nausea)",1,1.0,1,0,0.0,0,0.0,0,4.0,ssri
4414,1662.0,224.0,cymbalta.224,5.0,The only side effect that I have now is extremely realistic/vivid dreams.,1,0.0,0,0,0.0,0,0.0,0,5.0,snri
1759,268.0,49.0,zoloft.49,10.0,You seriously feel worse than you did without the medication .,0,0.0,0,1,0.0,0,0.0,0,2.0,ssri
5031,572.0,93.0,effexorXR.93,2.0,i started on 75mg and made my way up to 150)  i may have gone too fast though becuase i got numb in my face and hands with tingles that sometimes would move up my arms and shoulders.,1,0.0,0,0,0.0,0,0.0,0,3.0,snri
326,327.0,53.0,lexapro.53,2.0,I will be asking my doctor to try something else on my next appointment.,0,0.0,0,0,0.0,0,0.0,1,2.0,ssri
3810,1058.0,140.0,cymbalta.140,4.0,felt tingling for the first 5 days.,1,0.0,0,0,0.0,0,0.0,0,4.0,snri
1383,1384.0,203.0,lexapro.203,1.0,"None - I virtually experienced no side effects, At first.",0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
1724,233.0,44.0,zoloft.44,2.0,will this pass?,0,0.0,0,0,0.0,0,0.0,1,2.0,ssri
1086,1087.0,163.0,lexapro.163,1.0,"Uneven temperment, lack of patience if I skip several doses.",0,1.0,0,0,0.0,0,0.0,0,4.0,ssri
3725,973.0,129.0,cymbalta.129,4.0,"I was constantly drinking water and had to have a bottle by my side at all times, it was just incredibly uncomfortable.",1,0.0,0,0,0.0,0,0.0,0,3.0,snri
341,342.0,56.0,lexapro.56,5.0,I could not function.,1,0.0,0,0,0.0,0,0.0,0,2.0,ssri
4903,444.0,71.0,EffexorXR.71,2.0,I am currently going thru severe withdraw symptoms which I was never ever informed about.,0,1.0,0,0,0.0,0,0.0,0,2.0,snri
147,148.0,23.0,lexapro.23,4.0,It might be worth use by others but it is very hard to stop taking it; not a plus.,0,1.0,0,0,0.0,0,0.0,0,1.0,ssri
688,689.0,105.0,lexapro.105,2.0,started on 20 mg and was lowered to 10 also was on the generic instead of the brand name of this.,0,0.0,0,0,0.0,0,0.0,1,3.0,ssri
4634,175.0,26.0,EffexorXR.26,7.0,When it was decided that the side effects were minimal compared to meclobemide (Arima) and sertraline (Zoloft) my dose was upped to 300mg at the highest.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
1107,1108.0,166.0,lexapro.166,2.0,I started seroquel abilify and xanax at the same time so I'm not sure what side effects were just from the lexapro.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
848,849.0,130.0,lexapro.130,1.0,"Dry mouth, subsidized sex drive, first few weeks experienced tiredness and felt very foggy.",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
966,967.0,145.0,lexapro.145,3.0,"I take 20 mg at night, and drink lots of water during the day to counteract side-effects.",0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
5751,1292.0,199.0,effexorXR.199,3.0,None have helped my anxiety.,0,0.0,0,1,1.0,0,0.0,0,5.0,snri
1492,1.0,1.0,zoloft.1,1.0,"trying to come of has gotta be worse than herion, Uncontrollable rage, no sex drive, and loss of emotional attachment with partner.",0,1.0,0,0,0.0,0,0.0,0,1.0,ssri
2203,712.0,124.0,zoloft.124,9.0,Slowly I noticed my mood feeling better.,0,0.0,1,0,0.0,0,0.0,0,4.0,ssri
3915,1163.0,156.0,cymbalta.156,7.0,"By the way, with Citropalapram had endless energy for the first year or so then just felt worn out and tired after that.",0,0.0,1,1,0.0,0,0.0,0,4.0,snri
661,662.0,101.0,lexapro.101,9.0,Day three I was very anxious.,0,1.0,0,0,0.0,0,0.0,0,3.0,ssri
1002,1003.0,152.0,lexapro.152,2.0,"I took Lexapro together with Wellbutrin to ""correct"" concurrent depression and anxiety.",0,0.0,0,0,1.0,1,0.0,0,4.0,ssri
62,63.0,7.0,lexapro.7,3.0,"As a result surely of prior conditions, but I do feel in part because of the drug or its jittery side effects, I've been unable to stop weeping for the past hour.",1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
284,285.0,43.0,lexapro.43,16.0,Still in fog as I type this.,1,0.0,0,0,0.0,0,0.0,0,2.0,ssri
2224,733.0,128.0,zoloft.128,5.0,"However, it seemed to lose effectiveness after a few months.",0,0.0,0,1,0.0,0,0.0,0,4.0,ssri
5730,1271.0,195.0,effexorXR.195,4.0,The sexual dysfunction is not terrible and the sleeplessness is managable with sleeping tablets and hopefully it subsides soon.,1,0.0,0,0,0.0,0,0.0,0,5.0,snri
1879,388.0,71.0,zoloft.71,3.0,EXTREME acne around mouth and jaw.,1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
4774,315.0,47.0,EffexorXR.47,12.0,After about six weeks the withdrawl effects decreased.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
5872,1413.0,213.0,effexorXR.213,4.0,That was about three years ago and I am just starting back up on this drug again after a relapse of depression.,0,0.0,0,0,1.0,1,0.0,0,5.0,snri
1203,1204.0,178.0,lexapro.178,11.0,Almost exactly after the second week I woke up one morning and I felt 100% better.,0,0.0,1,0,0.0,0,0.0,0,5.0,ssri
1990,499.0,90.0,zoloft.90,4.0,I'm going to talk it over with my doctor to see what I'd like to have done.,0,0.0,0,0,0.0,0,0.0,1,3.0,ssri
24,25.0,3.0,lexapro.3,3.0,This was my first anti-depressant medication.,0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
5869,1410.0,213.0,effexorXR.213,1.0,"In the beginning, and with each dose increase.",0,0.0,0,0,0.0,0,0.0,1,5.0,snri
5024,565.0,91.0,effexorXR.91,8.0,overall - DOES do what it is supposed to do - you need to weight whether it is worth the side effects,0,0.0,0,0,0.0,0,0.0,1,3.0,snri
5140,681.0,109.0,effexorXR.109,7.0,"It built up great courage, and reinstalled a strong sense of self esteem.",0,0.0,1,0,0.0,0,0.0,0,3.0,snri
762,763.0,115.0,lexapro.115,6.0,"I've gained 10 lb of pure fat in the past year, Literally FAT.",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
875,876.0,133.0,lexapro.133,13.0,The remaining side effects .,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
5764,1305.0,200.0,effexorXR.200,12.0,"The Effexor XR worked so good for me with little or no side effects, until I was raised up to 300 mg.",0,0.0,1,0,0.0,0,0.0,0,5.0,snri
938,939.0,141.0,lexapro.141,7.0,But during the summer I usually just work and relax.,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
3889,1137.0,152.0,cymbalta.152,1.0,"When taking at night, Cymbalta caused insomnia something awful.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
4802,343.0,50.0,EffexorXR.50,2.0,"I cannot get off this drug but i cannot stay on it either, Pure poison!",0,1.0,0,0,0.0,0,0.0,0,1.0,snri
2394,903.0,159.0,zoloft.159,2.0,I was on zoloft 50 mg for over a year.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
5595,1136.0,175.0,effexorXR.175,9.0,It's like a narcotic.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
5990,1531.0,227.0,effexorXR.227,9.0,I would definitely recommend Effexor XR.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
5061,602.0,96.0,effexorXR.96,7.0,I am nervous about this as I am uncomfortable with the loss of my cognitive capacity with this drug.,1,0.0,0,0,0.0,0,0.0,0,3.0,snri
385,386.0,62.0,lexapro.62,7.0,My sex drive did not get any less.,0,0.0,0,0,0.0,0,0.0,1,2.0,ssri
5403,944.0,149.0,effexorXR.149,1.0,"Brain zaps, excessive yawning, fatigue, increased appetite, vivid sexual dreams, sexual side effects.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
5597,1138.0,176.0,effexorXR.176,1.0,Sweaty hands & feet Euphoria.,1,0.0,0,0,0.0,0,0.0,0,5.0,snri
536,537.0,84.0,lexapro.84,1.0,"Alcohol-related blackouts, super-intense dreams, sleepy, nervous.",1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
2291,800.0,139.0,zoloft.139,4.0,I started taking zoloft for depression and insomnia.,0,0.0,0,0,1.0,1,0.0,0,4.0,ssri
5158,699.0,111.0,effexorXR.111,3.0,It didn't help my anxiety at all but I definitely felt less depressed while on it.,0,0.0,1,1,1.0,1,0.0,0,3.0,snri
936,937.0,141.0,lexapro.141,5.0,"I have had some weight gain,however my weight normally changes based on the time of year.",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
4939,480.0,77.0,EffexorXR.77,2.0,"I confused the awful side effects for feeling more depressed & more anxious, so my doctor upped my dose.",1,0.0,0,1,1.0,1,0.0,0,2.0,snri
5666,1207.0,182.0,effexorXR.182,3.0,"I am currently trying to wean myself from 75mg to 37,5)  Eventually I want to get off of it.",0,0.0,0,0,0.0,0,0.0,1,5.0,snri
2360,869.0,150.0,zoloft.150,6.0,I asked doctor about supplementing Zoloft with Trazadone(antidepressant) and he agreed.,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
4709,250.0,39.0,EffexorXR.39,1.0,"suicidal thoughts, constipation, dry mouth, lost of short term memory, etc.",1,0.0,0,0,0.0,0,0.0,0,1.0,snri
201,202.0,31.0,lexapro.31,8.0,"Withdrawal lasted about 2 weeks, but I feel tons better now.",0,1.0,0,0,0.0,0,0.0,0,1.0,ssri
4410,1658.0,224.0,cymbalta.224,1.0,"Delayed ejaculation, vivid dreams.",1,0.0,0,0,0.0,0,0.0,0,5.0,snri
1332,1333.0,194.0,lexapro.194,6.0,"If you have an ""inner critic"", it takes that voice away and you feel like you're allowed to feel happy again.",0,0.0,1,0,1.0,1,0.0,0,5.0,ssri
4218,1466.0,200.0,cymbalta.200,5.0,I have rarely gotten any colds in the past and having 3 this Spring (06) is alarming.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
4704,245.0,38.0,EffexorXR.38,8.0,I EVEN ASKED MY DOCTOR IF IT WAS ADDICTIVE AND HE SAID NO.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
3910,1158.0,156.0,cymbalta.156,2.0,All medicines have side effects!,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
1934,443.0,83.0,zoloft.83,1.0,Just started taking it a few days ago.,0,0.0,0,0,0.0,0,0.0,1,3.0,ssri
935,936.0,141.0,lexapro.141,4.0,"It was distressing at first but within a few weeks my sex drive worked again,but at a much more ""normal"" rate,which I greatly appreciate, I feel I was to horny before.",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
3620,868.0,115.0,cymbalta.115,5.0,I'm going to stick it out and give this new drug several months before making a decision.,0,0.0,0,0,0.0,0,0.0,1,3.0,snri
566,567.0,89.0,lexapro.89,1.0,None really.,0,0.0,0,0,0.0,0,0.0,1,3.0,ssri
1854,363.0,64.0,zoloft.64,3.0,"But the effectiveness seems to have disappead, too!  ",0,0.0,1,1,0.0,0,0.0,0,3.0,ssri
5500,1041.0,161.0,effexorXR.161,5.0,I couldn't survive without it.,0,0.0,1,0,0.0,0,0.0,0,4.0,snri
4074,1322.0,177.0,cymbalta.177,7.0,I have found that this has helped my depression and anxiety very much.,0,0.0,1,0,1.0,1,0.0,0,4.0,snri
4232,1480.0,202.0,cymbalta.202,5.0,Controls worst of my depression and anxiety.,0,0.0,1,0,1.0,1,0.0,0,5.0,snri
1205,1206.0,178.0,lexapro.178,13.0,Take it as prescribed and it is your best friend.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
3669,917.0,120.0,cymbalta.120,14.0,It is quite bizarre.,0,0.0,0,0,0.0,0,0.0,1,3.0,snri
1645,154.0,26.0,zoloft.26,8.0,"I was VERY depressed,  Also, I was working full-time and pumping milk at work so that he could be exclusively fed breast milk for 4 months,  Well, I may as well have not taken anything as it did not help at all.",0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
4619,160.0,24.0,EffexorXR.24,2.0,It knocked me out within 30 min.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
4678,219.0,33.0,EffexorXR.33,5.0,I pray I come out of this.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
5222,763.0,121.0,effexorXR.121,3.0,The 'broken sleep' however is frustrating.,1,0.0,0,0,0.0,0,0.0,0,4.0,snri
4063,1311.0,176.0,cymbalta.176,4.0,I feel as if my mind is constantly a cool calm pond.,1,0.0,0,0,0.0,0,0.0,0,4.0,snri
1792,301.0,53.0,zoloft.53,9.0,Never will i take this crap again.,0,0.0,0,0,0.0,0,0.0,1,2.0,ssri
1430,1431.0,208.0,lexapro.208,4.0,Lexapro has steadied my emotions greatly.,0,0.0,1,0,0.0,0,0.0,0,5.0,ssri
4028,1276.0,171.0,cymbalta.171,13.0,"A few times I have experienced theo peripheral shadows, 1 second, then gone but I now realize what they are and they no longer scare the hell out of me.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
4999,540.0,84.0,effexorXR.84,1.0,headaches and insomnia. ,1,0.0,0,0,0.0,0,0.0,0,3.0,snri
4570,111.0,18.0,EffexorXR.18,5.0,"Three years later, I wanted wean off the drug with the help of my neurologist.",0,0.0,0,0,0.0,0,0.0,1,1.0,snri
4569,110.0,18.0,EffexorXR.18,4.0,"During the time, my children had both left for new careers and college, hence ""empty nest syndrome"".",0,0.0,0,0,0.0,0,0.0,1,1.0,snri
4735,276.0,43.0,EffexorXR.43,2.0,"not good due to weight gain, when coming off of it you feel OUT OF IT- sometimes I am even scared to drive a car because I feel so off.",1,1.0,0,0,0.0,0,0.0,0,1.0,snri
4302,1550.0,213.0,cymbalta.213,6.0,I take this in addition to 150mg per day of wellbutrin and this has helped every aspect of my life already!,0,0.0,1,0,0.0,0,0.0,0,5.0,snri
50,51.0,5.0,lexapro.5,11.0,"After following up with the doctor who prescribed the lexapro, he did not discontinue the drug, just decreased it to 5mg per day.",0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
1013,1014.0,153.0,lexapro.153,1.0,"Nausea (severe at times), occasional tremors, delayed orgasm, hot flashes.",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
1928,437.0,82.0,zoloft.82,2.0,I was put on Zoloft for severe depression.,0,0.0,0,0,1.0,1,0.0,0,3.0,ssri
4651,192.0,28.0,EffexorXR.28,3.0,I put a car in to a tree and the 2nd one in a telegraph pole.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
603,604.0,95.0,lexapro.95,1.0,I must say that this medication helped with depression.,0,0.0,1,0,1.0,1,0.0,0,3.0,ssri
4258,1506.0,207.0,cymbalta.207,3.0,Any suggestions?,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
5395,936.0,147.0,effexorXR.147,2.0,"There are also more mild effects on my sleep - Night sweats, and vivid dreaming.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
126,127.0,21.0,lexapro.21,1.0,I had pain all over my body!,1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
5168,709.0,112.0,effexorXR.112,3.0,"Oh, and did I mention the vivid dreams and nightmares.",1,0.0,0,0,0.0,0,0.0,0,3.0,snri
4137,1385.0,186.0,cymbalta.186,5.0,"Now, it's an incredible change; I feel like I'm a *person* again.",0,0.0,1,0,0.0,0,0.0,0,5.0,snri
4406,1654.0,223.0,cymbalta.223,5.0,"I do have sleeplessness but, I am willing to deal with that in exchange for the pain, weightlose and the feeling of happiness.",1,0.0,1,0,0.0,0,0.0,0,5.0,snri
1347,1348.0,196.0,lexapro.196,7.0,Hang in there and don't give up!,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
4257,1505.0,207.0,cymbalta.207,2.0,Really has helped my depression and know that I am a much happier person taking it but I HATE the weight gain and constipation.,1,0.0,1,0,1.0,1,0.0,0,5.0,snri
